,itemType,showType,id,imdbId,tmdbId,title,overview,releaseYear,originalTitle,directors,cast,rating,runtime,firstGenre,secondGenre,thirdGenre
209,show,movie,52724,tt3488056,movie/302666,10.0 Earthquake,"As a series of earthquakes tear apart LA, Emily and Jason race through the ruined city, diverting the epicenter, in hopes of saving millions of lives.",2014,10.0 Earthquake,['David Gidali'],"['Heather Sossaman', 'Henry Ian Cusick', 'Cameron Richardson', 'Chasty Ballesteros', 'Jeffrey Jones', 'Kristen Dalton', 'Olivia Jordan']",38,87.0,action,adventure,drama
210,show,movie,35021,tt3114132,movie/253251,"10,000 Km","The long-term relationship between Barcelona natives Alex and Sergi is pushed to the limit when Alex gets a job 6,000 miles away in Los Angeles.",2014,10.000 Km,['Carlos Marques-Marcet'],"['Natalia Tena', 'David Verdaguer']",64,102.0,drama,romance,
211,show,movie,110574,tt0061313,movie/95864,"$10,000 for a Massacre","When he’s offered a better deal, a bounty hunter double crosses the landowner who hired him to rescue his daughter and teams up with her kidnapper.",1967,10.000 dollari per un massacro,['Romolo Guerrieri'],"['Gianni Garko', 'Claudio Camaso', 'Loredana Nusciak', 'Fernando Sancho', 'Fidel Gonzáles', 'Adriana Ambesi', 'Pinuccio Ardia']",59,93.0,western,,
213,show,movie,113244,tt6235650,movie/483068,10/31,"This creepy collection includes five frightening tales, featuring masked murderers, scarecrows, and some seriously wicked witches.",2017,10/31,"['Rocky Gray', 'Hunter Johnson', 'Zane Hershberger', 'John William Holt', 'Brett DeJager', 'Justin M. Seaman']","['Hanleigh Baker', 'Barry Clifton', 'Greg Fallon', 'Egypt Forrest', 'Fox Forrest', 'Jedediah Giacchino', 'Kirby Gocke']",45,93.0,fantasy,horror,
214,show,movie,144596,tt10584694,movie/644710,10/31 Part 2,More Blood Soaked Tales of Horror and the Macabre,2019,10/31 Part 2,"['Drew Marvick', 'Stephen Wolfe', 'Tory van Buskirk', 'Jennifer Nangle', 'Zane Hershberger']","['Anastasia Elfman', 'Jennifer Nangle', 'London Grace', 'Bianca Allaine', 'Matt Block', 'Lauren Fogle', 'Jordan Beltz']",43,105.0,fantasy,horror,
215,show,movie,354416,tt14402976,movie/1040182,10/31 Part 3,"This creepy collection includes four frightening tales featuring mummies, madmen, weird next-door neighbors, and fun-sized demons.",2022,10/31 Part 3,"['Michael Ballif', 'Jed Brian', 'Jacob Perrett', 'Brad Twigg', 'Zane Hershberger']","['James Morris', 'Emily Ashby', 'Jordan Beltz', 'Steve Christopher', 'DéRome A. Chrétien', 'Jennifer Nangle', 'Brucellious Morris Jr.']",43,84.0,fantasy,horror,
216,show,movie,73502,tt8458736,movie/534963,100,"A young cop,who works in a police control room,tries to solve the mysterious case of a kidnapped girl.",2019,100,['Sam Anton'],"['Atharvaa Murali', 'Hansika Motwani', 'Yogi Babu', 'Radha Ravi', 'Saravanan', 'Cheenu Mohan', 'Nirosha']",59,131.0,action,,
217,show,movie,18927493,tt15767350,movie/690907,100," Vishnu, a cop, must protect his sister and wife from a cyberstalker who threatens to leak their private videos online. Starring: Ramesh Aravind, Rachita Ram, Purnaa, Vishwa Karna",2021,100,['Ramesh Aravind'],"['Ramesh Aravind', 'Poorna', 'Rachita Ram', 'Vishwa Karna', 'Prakash Belawadi', 'Amitha Ranganath', 'Raju Talikote']",49,114.0,thriller,,
218,show,movie,306734,tt6105714,movie/571652,100 Blocks,"As Jaleel prepares to leave Oakland and pursue his dreams, he’s caught up in an altercation with the police, which threatens his future.",2016,100 Blocks,[],"['Haran Jackson', 'Tina Gilton', 'Jason Kyle']",52,87.0,drama,,
219,show,movie,36636,tt2290065,movie/126757,100 Bloody Acres,"Desperate to keep their blood and bone fertilizer company solvent, two brothers find their solution in three travelers stranded on a country road.",2012,100 Bloody Acres,"['Colin Cairnes', 'Cameron Cairnes']","['Damon Herriman', 'Angus Sampson', 'Anna McGahan', 'John Jarratt', 'Oliver Ackland', 'Jamie Kristian', 'Chrissie Page']",59,90.0,comedy,horror,
220,show,movie,185432,tt4459890,movie/506414,100 Bullets,"Years after a robber is betrayed by one of his partners in crime and murdered and a stolen fortune is lost, a secret revenge plot begins to unfold.",2016,100 Bullets,['Virendra Kumar Sah'],"['Kirsten Varley', 'Richard Llewellyn', 'Terry Scotchmer', 'Stefan Boehm', 'Ronin Traynor', 'Rachel Chambers', 'Jon-Paul Gates']",46,79.0,action,crime,
221,show,movie,6794826,tt28768831,movie/1211728,100 Candles Game: The Last Possession,A ritual performed in a mansion by a group of influencer storytellers inadvertently summons the ghost of a ‘Black countess’ who once resided there.,2023,100 Candles Game: The Last Possession,"['Jerónimo Rocha', 'David Ferino', 'Maximilian Niemann', 'Carlos Goitia', 'Andrés Borghi', 'Arie Socorro', 'Guillermo Lockhart', 'Ryan Graff']","['Magui Bravi', 'Nacho Francavilla', 'Josefina Inés Fariña', 'Justina Ceballos', 'Zhon Li', 'Agustin Olcese', 'Pachi Lucas']",42,75.0,horror,,
226,show,movie,37058,tt10949778,movie/639133,100 Days to Live,"When a serial killer abducts a young woman's fiancé, she must race against the clock to discover the identity of the killer and, more importantly, his motive.",2019,100 Days to Live,['Ravin Gandhi'],"['Colin Egglesfield', 'Gideon Emery', 'Heidi Johanningmeier', 'Yancey Arias', 'Chris Johnson', 'Charin Alvarez', 'Sarah Brooks']",53,87.0,crime,thriller,
228,show,movie,55297,tt2538128,movie/182228,100 Degrees Below Zero,"As ash clouds block the sun over Europe, sending the continent spiraling into a new ice age, one couple races to get their children out of Paris. ",2013,100 Degrees Below Zero,['Richard Schenkman'],"['John Rhys-Davies', 'Jeff Fahey', 'Judit Fekete', 'Andray Johnson', 'Sara Malakul Lane', 'Jane Doole', 'Iván Kamarás']",29,88.0,action,adventure,
230,show,movie,82922,tt2297108,movie/122326,100 Ghost Street: The Return of Richard Speck,Presents footage released from paranormal investigators documenting the last days of Richard Speck's victims and his ghost at his heinous crime scene.,2012,100 Ghost Street: The Return of Richard Speck,['Martin Wichmann'],"['Jackie Moore', 'Jennifer Robyn Jacobs', 'Steve Bencich', 'Nancy Leopardi', 'Hayley Derryberry', 'Tony Besson', 'Chance Harlem Jr.']",39,83.0,horror,mystery,thriller
231,show,movie,13171,tt0214388,movie/10035,100 Girls,"In this romantic comedy, a college student tries to to find the mysterious woman he connected with in an elevator during a campus blackout.",2000,100 Girls,['Michael Davis'],"['Jonathan Tucker', 'Emmanuelle Chriqui', 'James DeBello', 'Katherine Heigl', 'Larisa Oleynik', 'Jaime Pressly', 'Marissa Ribisi']",58,94.0,comedy,romance,
232,show,movie,19338403,tt0275163,movie/828015,100 Girls by Bunny Yeager,"This homage to '50s pin-up photography showcases 100 of the most beautiful models of Bunny Yeager, the world's prettiest photographer.",1999,100 Girls by Bunny Yeager,['Nico Bruinsma'],"['Bunny Yeager', 'Bambi LaFleur']",50,42.0,documentary,,
234,show,movie,147820,tt0242586,movie/79053,100 Kilos,"Tale of the Freeway Boyz, young men who sold millions of dollars’ worth of street drugs in South Central L.A. that funded a CIA drug war in Nicaragua.",2001,100 Kilos,['Rod S. Scott'],"['Glenn Plummer', 'Dwayne Adway', 'MC Eiht', 'Larry B. Scott', 'Suzanne Mari', 'Tracey Cherelle Jones', 'Ski Carr']",39,88.0,crime,drama,
235,show,movie,152631,tt6997814,movie/459249,100 Men,Charts four decades of changing attitudes toward homosexuality as a film director tracks down 100 of the most memorable men he’s met through sex.,2017,100 Men,['Paul Oremland'],[],60,94.0,documentary,,
236,show,movie,99524,tt0299422,movie/16426,100 Mile Rule,"When three Detroit salesmen go to Los Angeles for a seminar, their ""fun"" snowballs into a roller coaster ride of secrets, guilt, and stupidity.",2002,100 Mile Rule,['Brent Huff'],"['Jake Weber', 'Maria Bello', 'David Thornton', 'Michael McKean', 'Nick Chinlund', 'Shawn Huff', 'Tony Perez']",54,92.0,comedy,,
237,show,movie,1299840,tt12755594,movie/1002095,100 Miles to Redemption,A veteran battling PTSD and opiate addiction turns his life around by running a hundred-mile race in the rugged Appalachian Mountains.,2022,100 Miles to Redemption,['Andrew Shebay'],"['Shawn Livingston', 'Dave Matanin', 'Kelly Matanin', 'Marcia Matanin', 'Karl Meltzer Sr.', 'Joe Prusaitis', 'Amy Williams']",53,56.0,documentary,,
238,show,movie,35182,tt1136683,movie/16123,100 Million BC,"The time-travel code has been cracked -- with horrible consequences. When a T-Rex is transported to present-day L.A., the whole city is endangered.",2008,100 Million BC,['Griff Furst'],"['Michael Gross', 'Christopher Atkins', 'Greg Evigan', 'Marie Westbrook', 'Phil Burke', 'Wendy Carter', 'Geoff Meed']",26,85.0,action,adventure,scifi
239,show,movie,320082,tt13510312,movie/817805,100 Missions Surviving Vietnam,Track the stories of the pilots of Vietnam's Operation Rolling Thunder and their race to survive their 100-mission goal.,2020,100 Missions Surviving Vietnam,[],[],56,44.0,documentary,history,war
240,show,movie,41404,tt0063970,movie/37308,100 Rifles,"Jim Brown, Burt Reynolds and Raquel Welch star in this late-1960s action Western set in turn-of-the-century Mexico. Reynolds plays Yaqui Joe, an Indian who robs a bank in order to buy guns for his repressed people, and subsequently flees to Mexico pursued by American lawman Sheriff Lyedecker (Brown).",1969,100 Rifles,['Tom Gries'],"['Jim Brown', 'Raquel Welch', 'Burt Reynolds', 'Fernando Lamas', ""Dan O'Herlihy"", 'Eric Braeden', 'Aldo Sambrell']",59,105.0,adventure,war,
241,show,movie,37517,tt2990126,movie/334532,100 Streets,"Three stories, involving infidelity, adoption, and a troubled past, interweave within one square mile of London, where anyone can make a wrong turn.",2016,100 Streets,"[""Jim O'Hanlon""]","['Idris Elba', 'Gemma Arterton', 'Tom Cullen', 'Ryan Gage', 'Kierston Wareing', 'Franz Drameh', 'Ken Stott']",58,93.0,crime,drama,
242,show,movie,18861720,tt27040981,movie/1096205,100 Sydney Birds,"Over 100 species of birds in their natural environments, including city and national parks, reserves, and more offer a world of discovery in Sydney.",2022,100 Sydney Birds,['Carlo Ferraro'],['Carlo Ferraro'],38,52.0,documentary,,
243,show,movie,65699,tt0943946,movie/28109,100 Tears,Two investigative reporters infiltrate a carnival community to get the scoop on a killer’s identity and incur the wrath of a lonely circus clown.,2007,100 Tears,['Marcus Koch'],"['Raine Brown', 'Joe Davison', 'Georgia Chris', 'Jack Amos', 'Leslie Crytzer', 'Kibwe Dorsey', 'Jeff Dylan Graham']",42,95.0,horror,,
245,show,movie,117327,tt4714454,movie/469687,100 Tula Para Kay Stella,"Fidel and Stella meet as college freshmen and become friends despite their differences; Fidel, honor student with a speech impediment, loves poetry. Stella, a tough and confident rocker, prefers to jam with her band rather than study. Will Fidel ever gain the confidence needed to express his love for Stella while she pursues her goal of securing a recording contract? AUDIO IS IN TAGALOG",2017,100 Tula Para Kay Stella,['Jason Paul Laxamana'],"['Bela Padilla', 'JC Santos', 'Arvic James Tan', 'Maricel Morales', 'Prince Stefan', 'Dennis Padilla', 'Caleb Santos']",64,122.0,romance,,
246,show,movie,50695,tt0265010,movie/20648,100 Women,"Sam, stricken with love at first sight for Hope, spends several weeks trying to find her and then woo her out of a mysterious and intense depression.",2002,100 Women,['Michael Davis'],"['Chad Donella', 'Jennifer Morrison', 'Erinn Bartlett', 'Steve Monroe', 'Chene Lawson', 'Juleah Weikel', 'A.J. Buckley']",48,94.0,comedy,romance,
247,show,movie,182891,tt5258106,movie/586661,100 Yards,"Rich Porter had it all, talent, good looks and a bright future playing quarterback for an American football team, then tragedy struck. His mother goes missing while volunteering in a remote area of the Philippines, and Rich’s attempts to find her are in vain. Giving in to despair, he receives more bad news when he is diagnosed with a brain tumor. Then, at the hospital, a young boy with the same condition and a compassionate nurse do their best to bring hope back to the ailing Rich. They show him that the game of his life is a struggle for every yard, but – with the help of faith and friends – it can be won.",2019,100 Yards,"['Dale Fabrigar', 'Ross Campbell']","['Sean Patrick Flanery', 'Danielle Rayne', 'Melissa Paulo']",48,115.0,drama,,
248,show,movie,356009,tt14933968,movie/951861,100 Years From Mississippi,"“100 Years From Mississippi”is the journey of Mamie Lang Kirkland, a 111-year-old African American woman who returns to Mississippi a century after she survived racial terrorism full of hope and honor for its victims.",2021,100 Years From Mississippi,['Tarabu Betserai Kirkland'],"['Mamie Kirkland', 'Tarabu Betserai Kirkland', 'Barry Shabaka Henley', 'Joyce Guy', 'Robb Derringer']",54,60.0,documentary,,
249,show,movie,18851664,tt27042305,movie/1041417,100 Years of 3D Movies Featuring the Man From M.A.R.S.,Documentary wrap-around segments tell the story leading up to the release of the world's first 3D movies in 1922 through the present-day digital era.,2022,100 Years of 3D Movies Featuring the Man From M.A.R.S.,['Jonathan Sabin'],[],38,65.0,comedy,,
251,show,movie,332081,tt18548384,movie/954289,100 Years of Men in Love: The Accidental Collection,"""100 Years of Men in Love: The Accidental Collection"" is a documentary focusing on a unique, moving and joy-filled collection of vintage photographs of men in love from the 1850s to the 1950s. Taken when male partnerships were often illegal, the photos were found at flea markets, in shoe boxes, family archives, estate sales and old suitcases.",2022,100 Years of Men in Love: The Accidental Collection,['David Millbern'],['David Millbern'],56,57.0,documentary,,
253,show,movie,116184,tt15417248,movie/901851,100 Days with Tata,"During the pandemic, actor Miguel Ángel Muñoz documents his 100-plus days living in a tiny flat with his beloved Tata, 95, who becomes an Instagram star.",2021,100 días con la Tata,['Miguel Ángel Muñoz'],"['Miguel Ángel Muñoz', 'Luisa Cantero']",65,83.0,documentary,,
255,show,movie,28538,tt5089786,movie/402693,100 Meters,A man diagnosed with multiple sclerosis trains to compete in an Ironman triathlon with his cranky father-in-law's help. Based on a true story.,2016,100 metros,['Marcel Barrena'],"['Dani Rovira', 'Alexandra Jiménez', 'Karra Elejalde', 'Maria de Medeiros', 'David Verdaguer', 'Andrea Trepat', 'Bruno Bergonzini']",74,108.0,comedy,drama,
256,show,movie,229415,tt11799742,movie/770194,100% Halal,"After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid.",2020,100% Halal,['Jastis Arimba'],"['Anisa Rahma', 'Ariyo Wahab', 'Fitria Rasyidi', 'Arafah Rianti', 'Kinaryosih', 'Niniek L. Karim', 'Ray Sahetapy']",57,100.0,drama,,
258,show,movie,184972,tt0021579,movie/162566,100% Service,Cohen Film Collection introduces this classic short starring George Burns and Gracie Allen.,1931,100% Service,['Ray Cozine'],"['George Burns', 'Gracie Allen']",54,11.0,comedy,,
259,show,movie,60200,tt8774798,movie/520946,100% Wolf,"Anticipating his transformation into a werewolf, Freddy Lupin is astonished when he instead turns into a fierce poodle on his 13th birthday.",2020,100% Wolf,['Alexs Stadermann'],"['Ilai Swindells', 'Jai Courtney', 'Samara Weaving', 'Rhys Darby', 'Jane Lynch', 'Rupert Degas', 'Magda Szubanski']",57,96.0,adventure,animation,
260,show,movie,200814,tt5586110,movie/436330,1000 Mexicans,"Lukas and Adam are best friends and roommates in Hamburg's red light district. Luke, determined, clever and creative, is on the best way to make a career in an advertising agency. Adam, a charming hot-head, tries in vain to get a grip on the Hamburg film industry. He still clings to their common youth dream, to start a film company together one day. Luke, on the other hand, tries to avoid a professional collaboration with his chaotic friend. At a wild Kiez night, the two and their pal Marten run into a bachelorette party won some drunk ladies. To pick up the pretty ladies, Adam and Luke pretend to be wedding filmmakers. In the eagerness of flirting, they promise Marten, who is going to marry a week later and is still desperately in search of a wedding film team, to make his wedding film. On the next day, Marten's brother and groomsman Rocko, a former elite soldier, shows up and reminds the two wedding filmmakers with military zeal of their obligations. He takes over the management of the operation Wedding Film and presents a tight production schedule to the friends…",2016,1000 Mexikaner,['Philipp Scholz'],"['Bastian Reiber', 'Arnel Taci', 'David Bredin', 'Julia Schäfle', 'Stefan Haschke', 'Peter Lohmeyer', 'Hannes Hellmann']",50,82.0,comedy,,
262,show,movie,85494,tt2391950,movie/268245,1000 to 1,The inspiring true story of a high school basketball star who was expected to be a standout college athlete until he suffered a debilitating stroke.,2014,1000 to 1,['Michael Levine'],"['David Henrie', 'Hannah Marks', 'Luke Kleintank', 'Cassi Thomson', 'Myk Watford', 'Beau Bridges', 'Jean Louisa Kelly']",65,98.0,drama,,
263,show,movie,34717,tt2210425,movie/44090,1000 Mabrouk,"A man lives the same day over and over and deals with the same events each time, which changes the way he looks at his life.",2009,1000 مبروك,['Ahmed Nader Galal'],"['Ahmed Helmy', 'Mahmoud ElFishawy', 'Laila Ezz El Arab', 'Mohamed Farag', 'Sarrah Abdelrahman', 'Rahma Hassan', 'Hani ElSabagh']",73,115.0,comedy,drama,fantasy
264,show,movie,8847479,tt27561913,movie/1104004,1000% Me: Growing Up Mixed,"With humor and sensitivity, filmmaker and comedian W. Kamau Bell tackles the joys and challenges of growing up mixed-race through conversations with kids and families in the San Francisco Bay Area, including his own. Recognizing that his children, born to a Black father and White mother, and growing up in a country still deeply divided by race, would have very different experiences in America than he and his wife did, embarks on a journey of discovery in his family’s Bay Area community. In a series of playful and impactful conversations, Bell explores how these young people navigate issues of identity in a world that can ask them to pick a side and thoughtful exchanges with families reveal the many joys and complexities of what it means to raise multiracial children.",2023,1000% Me: Growing Up Mixed,['W. Kamau Bell'],[],60,57.0,documentary,,
268,show,movie,69692,tt3346824,movie/285181,1001 Grams,"When Norwegian scientist Marie attends a seminar in Paris on the actual weight of a kilo, it is her own measurement of disappointment, grief and, not least, love, that ends up on the scale.",2014,1001 gram,['Bent Hamer'],"['Ane Dahl Torp', 'Laurent Stocker', 'Per Christian Ellefsen', 'Peter Hudson', 'Daniel Drewes', 'Hildegun Riise', 'Stein Winge']",61,93.0,drama,,
271,show,movie,255069,tt0431960,movie/83212,One Million-Year Trip: Bander Book,The epic 1978 anime adventure of a teenage Earthling living on a remote planet with human shapeshifters who fight back against planetary invaders.,1978,100万年地球の旅 バンダーブック,['Osamu Tezuka'],"['Yu Mizushima', 'Mami Koyama', 'Kosei Tomita', 'Tōru Ōhira', 'Masatô Ibu', 'Iemasa Kayumi', 'Reiko Mutoh']",51,92.0,animation,,
273,show,movie,4105,tt0115433,movie/11674,101 Dalmatians,Dalmatians Pongo and Perdita are overjoyed by the arrival of 15 puppies. But when the spotted-fur-loving Ms. De Vil dognaps the litter---along with every other Dalmatian pup in London---Pongo and Perdy must rally the town's animals to their rescue.,1996,101 Dalmatians,['Stephen Herek'],"['Glenn Close', 'Jeff Daniels', 'Joely Richardson', 'Joan Plowright', 'Hugh Laurie', 'Mark Williams', 'John Shrapnel']",58,102.0,adventure,comedy,crime
274,show,movie,22179,tt0324941,movie/13654,101 Dalmatians II: Patch's London Adventure,The fun and adventure continues with the lovable dalmatians.,2003,101 Dalmatians II: Patch's London Adventure,"['Jim Kammerud', 'Brian Smith']","['Barry Bostwick', 'Jason Alexander', 'Martin Short', 'Bobby Lockwood', 'Susanne Blakeslee', 'Samuel West', 'Maurice LaMarche']",57,78.0,adventure,animation,comedy
276,show,movie,316751,tt2979112,movie/299791,101 Inventions That Changed The World,"Take a closer look at the inventions that have transformed our lives far beyond our homes (the steam engine), our planet (the telescope) and our wildest dreams (the Internet).",2012,101 Inventions That Changed The World,[],[],50,61.5,documentary,history,war
277,show,movie,18964742,tt14530814,movie/1034087,101 Near Misses,"From heart-stopping narrow escapes and averted disasters to incredible brushes with danger, count down the list of the closest calls caught on camera.",2020,101 Near Misses,['Elaine Hackett'],['Shane Ritchie'],48,45.0,reality,,
279,show,movie,307931,tt9429520,movie/507808,101 Seconds,"In the aftermath of a mass shooting in Oregon, two grieving families enter a heated and emotional debate over gun control in America.",2018,101 Seconds,['Skye Fitzgerald'],"['Stephen King', 'Larry Baird', 'Jeff Barker', 'Marti Belluschi', 'Ginny Burdick', 'Chris Cochran', 'Chris Cochran']",52,82.0,documentary,,
281,show,movie,9610,tt0211181,movie/10481,102 Dalmatians,"Persuading the authorities she's now an animal lover, Cruella de Vil assists an animal shelter. But when the manager steals dalmatians she becomes under suspicion and her alliance with a French fashion designer known for using animal fur doesn't hep her case either in this heartfelt slapstick comedy.",2000,102 Dalmatians,['Kevin Lima'],"['Glenn Close', 'Gérard Depardieu', 'Ioan Gruffudd', 'Alice Evans', 'Tim McInnerny', 'Eric Idle', 'Ben Crompton']",50,100.0,adventure,comedy,family
282,show,movie,48538,tt1312203,movie/36130,102 Minutes That Changed America,"The terror of 9/11 is chronicled in real time utilizing footage from personal camcorders, police and fire department recordings, and in-the-moment commentary from first responders and witnesses.",2008,102 Minutes That Changed America,"['Nicole Rittenmeyer', 'Seth Skundrick']",[],70,119.0,documentary,history,
283,show,movie,26591,tt6580564,movie/460713,102 Not Out,"102 Not Out- is an ageless comedy that brings together Indian Cinema’s two biggest  stalwarts-Amitabh Bachchan and Rishi Kapoor after 27 years, with the two legends playing father-son duo for the first time.",2018,102 Not Out,['Umesh Shukla'],"['Amitabh Bachchan', 'Rishi Kapoor', 'Jimit Trivedi', 'Dharmendra Gohil', 'Nileash Pandya', 'Ashok Pathak', 'Vijay Raaz']",66,103.0,comedy,drama,
284,show,movie,207562,tt4016674,movie/387743,108 Costuras,Reynaldo and Mauricio are friends with quite different personalities but the same dream: become great baseball players and reach the major leagues. Life will confront them with situations and difficulties that will test their friendship and goals.,2019,108 Costuras,['Fernando Kalife'],"['Kuno Becker', 'Ximena Navarrete', 'José Ángel Bichir', 'Antonio de la Vega', 'Mauricio Herrera', 'Luis Gatica', 'Mara Cuevas']",53,91.0,drama,family,
285,show,movie,180555,tt10379006,movie/697407,10E,Widower Robert realizes his best may not be good enough in raising his 17-year-old daughter when her reputation takes a massive hit just before prom.,2019,10E,['Vahik Pirhamzei'],"['Vahik Pirhamzei', 'Poema Oleas Mekhitarian', 'Karina Piliguian', 'Angelo Diona', 'Peter Nishan', 'Anna Chart', 'Tanya Avakian']",46,94.0,comedy,,
286,show,movie,28066,tt0360323,movie/13197,10th & Wolf,"After serving in the military, Tommy returns to Philadelphia and finds himself swept up in the chaotic world of a powerful mob boss.",2006,10th & Wolf,['Bobby Moresco'],"['James Marsden', 'Giovanni Ribisi', 'Brad Renfro', 'Piper Perabo', 'Dennis Hopper', 'Brian Dennehy', 'Lesley Ann Warren']",61,108.0,crime,drama,thriller
287,show,movie,11739928,tt30227809,movie/1069069,10-Day Lover,A woman is prompted to reconsider her current relationship when the reappearance of a decade-old unfulfilled love sparks a secret 10-day romance.,2023,10일간의 애인,['Lee Young-yong'],"['Song Min-gyeong', 'Woo Chung-hyun', 'Kim Do Ah', 'Cha Solomon', 'Kim Young-woong', 'Oh Jung-Tae']",53,87.0,romance,,
288,show,movie,154993,tt2236358,movie/361617,11 Blocks,"After getting evicted, a man and woman are forced to live on the violent city streets, where gangs rule, and a crooked police chief hires assassins.",2015,11 Blocks,"['Matthew Bennett', 'Sasha Moric']","['Craig Henry', 'Vivek Patel', 'Bo Martynowska', 'Patrick Whalen', 'Vlada', 'Tyler Williams', 'Ryan Singh']",30,78.0,action,,
289,show,movie,355206,tt3667144,movie/670322,11 Grados de culpa,"Les sorprendió su llegada a la fiesta de excompañeros pues nadie la invitó. Y al hallarla asesinada en el jardín de la casa, los once son sospechosos.",2014,11 Grados de culpa,['Yesid Leone'],"['Roberto Escobar', 'Luzma Gonzalez', 'María Gaviria', 'Fredy Jimenez', 'Manuela Gomez', 'Sebastián Yepez', 'Alicia Ochoa Botero']",48,78.0,drama,,
290,show,movie,85844,tt0071080,movie/42268,11 Harrowhouse,"Four brave, recently-turned burglars challenge all probability when they scheme to steal the jewelry from the vault of a key London diamond merchant. A small-time diamond merchant leaps at the opportunity to manage the purchase and cutting of a big, first-class diamond. When the diamond is snatched from him, he is blackmailed into pulling off a major heist at the Diamond Exchange, located at 11 Harrowhouse. The film is directed by Aram Avakian and stars Charles Grodin and Candice Bergen.",1974,11 Harrowhouse,['Aram Avakian'],"['Charles Grodin', 'Candice Bergen', 'James Mason', 'Trevor Howard', 'John Gielgud', 'Helen Cherry', 'Peter Vaughan']",61,95.0,comedy,crime,thriller
292,show,movie,60781,tt3865478,movie/314371,11 Minutes,The fates of several people collide over the course of 11 cataclysmic minutes in this stylish roller coaster of a thriller that sprints breathlessly towards a stunning climax.,2015,11 minut,['Jerzy Skolimowski'],"['Richard Dormer', 'Wojciech Mecwaldowski', 'Andrzej Chyra', 'Dawid Ogrodnik', 'Mateusz Kościukiewicz', 'Agata Buzek', 'David L. Price']",56,82.0,drama,thriller,
294,show,movie,72474,tt2015261,movie/79078,11/11/11,"Frightened by their son’s violent behavior, a couple soon learns he is the gateway to the apocalypse, slated to occur on his birthday: 11/11/11.",2011,11/11/11,['Keith Allan'],"['Jon Briddell', 'Erin Coker', 'Hayden Byerly', 'Rebecca Light', 'Scott McKinley', 'Tracy Winters', 'Madonna Young Magee']",29,87.0,horror,thriller,
295,show,movie,135732,tt7208366,movie/479426,11/8/16,"American citizens in more than 25 states are followed as they set out on the morning of the presidential election, throughout the course of the day, until the polls close in the evening and the results are revealed.",2017,11/8/16,"['Duane Andersen', 'Don Argott', 'Vikram Gandhi', 'Andrew Grace', 'Sheena M. Joyce', ""Alma Har'el"", 'Garth Donovan', 'Yung Chang', 'Petra Epperlein', 'Daniel Junge', 'james Gonçalves', 'Martha Shane', 'Alison Klayman', 'Raul Gasteazoro', 'Bassam Tariq', 'Ciara Lacy', 'Elaine McMillion Sheldon', 'Michael Tucker']",[],58,104.0,documentary,,
297,show,movie,75586,tt0396401,movie/16843,11:11,"18 years after the brutal murder of her parents, Sarah Tobias is still haunted by the nightmarish image of the numbers 11:11 scratched in blood next to their bodies. When paranormal events wreak havoc on Sara’s small town, she’s trapped in a terrifying journey of horror and fear, sucked into the mouth of hell- the 11:11 Prophecy. This unbelievably frightening film will keep your heart pounding and your eyes glued to the screen!",2004,11:11,['Michael Bafaro'],"['Paul Dzenkiw', 'Laura Mennell', 'Kristina Copeland', 'Christie Will Wolf', 'Cathy Weseluck', 'Chris Harrison', 'Michael St. John Smith']",35,95.0,horror,thriller,
298,show,movie,188606,tt18749778,movie/975242,11:11,"When a troubled lawyer attempts suicide in his car, the stray bullet triggers a series of events intertwining the lives of three strangers.",2022,11:11,['Karim Abouzeid'],"['Eyad Nassar', 'Ghada Adel', 'Injy Al Moqaddem', 'Omar El Shenawy', 'Mohamed Al Sharnuby', 'Moataz Hesham', 'Yassin Abu Rawash']",52,76.0,drama,thriller,
299,show,movie,108512,tt4250438,movie/394770,11:55,A hometown hero back from Afghanistan must stop a cycle of violence when the vengeful brother of a drug dealer he killed is due in on an 11:55 bus.,2017,11:55,"['Ari Issler', 'Ben Snyder']","['Victor Almanzar', 'Shirley Rumierk', 'Elizabeth Rodriguez', 'David Zayas', 'Julia Stiles', 'John Leguizamo', 'Smarlin Hernandez']",48,80.0,crime,drama,
300,show,movie,59732,tt6275154,movie/940332,11M: Terror in Madrid,"Survivors and insiders recount March 11, 2004's terrorist attack on Madrid, including the political crisis it ignited and the hunt for the perpetrators.",2022,11M,['José Gómez'],[],68,92.0,documentary,,
301,show,movie,140918,tt7661648,movie/982317,11th Hour Cleaning,A team of crime scene cleaners must confront their fears when an ancient Nordic demon hell-bent on driving them insane traps them at a murder site.,2022,11th Hour Cleaning,['Ty Leisher'],"['Chloe Brooks', 'Edward Finlay', 'Ed Morrone', 'Anita Leeman Torres', 'Dave Baez', 'J. Kristopher']",37,71.0,horror,,
302,show,movie,17210,tt0488478,movie/20714,12,,2007,12,['Nikita Mikhalkov'],"['Sergey Makovetskiy', 'Nikita Mikhalkov', 'Sergey Garmash', 'Valentin Gaft', 'Aleksey Petrenko', 'Yuriy Stoyanov', 'Sergey Gazarov']",72,160.0,crime,drama,thriller
303,show,movie,272592,tt7608274,movie/485835,12,"Anton and Erika have been a couple for 12 years already. While he's not yet ready to get married, Erika waits until he is and lovingly devotes her time to him. When Anton finally asks her to, will she say yes and take a chance on the promise of forever?",2017,12,['Dondon S. Santos'],"['Alessandra de Rossi', 'Ivan Padilla']",53,104.0,drama,romance,
